Cruise,Platform,Layer,CastDirection,unixTimestamp,lat,lon,temperature,salinity,pHin,pH25atm,rhodamine,MLD
25720901,Glider,MLD,Up,1754727060,42.6365,-69.4787,17.4223619047619,31.8424845238095,8.06631094350129,7.9465565993923,0.0215156746031746,14.8809612184925
25720901,Glider,MLD,Down,1754723640,42.635,-69.4702,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,Surface,Mean,1754727060,42.6365,-69.4787,19.2018585034014,31.6916639455782,8.07165313343007,7.97832551230101,0.0193431972789116,NaN
25720901,Glider,WPT,Constant,1754731140,42.638,-69.4872,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,MLD,Mean,1754723280,42.49155,-69.57785,12.818,31.8510714285714,NaN,NaN,0.0255,15.8663865617626
25706901,Glider,MLD,Up,1754724420,42.4913,-69.5788,12.818,31.8510714285714,NaN,NaN,0.0255,15.8663865617626
25706901,Glider,MLD,Down,1754719860,42.4923,-69.575,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,Surface,Mean,1754724420,42.4913,-69.5788,17.918,31.4725,NaN,NaN,0.0135,NaN
25706901,Glider,WPT,Constant,1754729160,42.4903,-69.5826,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754731140,42.6388,-69.4902,17.4922087912088,31.8627023809524,8.07273164719028,7.94285585773406,0.0217604395604396,15.8729836895536
25720901,Glider,MLD,Up,1754731140,42.6388,-69.4902,17.4922087912088,31.8627023809524,8.07273164719028,7.94285585773406,0.0217604395604396,15.8729836895536
25720901,Glider,MLD,Down,1754727420,42.6361,-69.478,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,Surface,Mean,1754731140,42.6388,-69.4902,18.9285,31.744,8.08306256991931,7.9759347944929,0.0194642857142857,NaN
25720901,Glider,WPT,Constant,1754735220,42.6415,-69.5024,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,MLD,Mean,1754728020,42.492975,-69.582025,13.95825,31.7455,NaN,NaN,0.02325,14.8747669137457
25706901,Glider,MLD,Up,1754729160,42.4937,-69.5832,13.95825,31.7455,NaN,NaN,0.02325,14.8747669137457
25706901,Glider,MLD,Down,1754724600,42.4908,-69.5785,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,Surface,Mean,1754729160,42.4937,-69.5832,18.297,31.471,NaN,NaN,0.01425,NaN
25706901,Glider,WPT,Constant,1754733900,42.4991615414704,-69.584019490553,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754735100,42.6417,-69.5049,15.8235586080586,32.0361712454212,8.05829363236144,7.91401803050854,0.0245824175824176,15.8729796003225
25720901,Glider,MLD,Up,1754735100,42.6417,-69.5049,15.8235586080586,32.0361712454212,8.05829363236144,7.91401803050854,0.0245824175824176,15.8729796003225
25720901,Glider,MLD,Down,1754731320,42.6388,-69.49,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,Surface,Mean,1754735100,42.6417,-69.5049,18.025619047619,31.8640952380952,8.06560546998986,7.95357835312443,0.0204285714285714,NaN
25720901,Glider,WPT,Constant,1754739060,42.6446,-69.5198,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,MLD,Mean,1754732895,42.499225,-69.58995,14.6290625,31.7153125,NaN,NaN,0.0204375,14.8747583562488
25706901,Glider,MLD,Up,1754734080,42.5012,-69.5922,14.6290625,31.7153125,NaN,NaN,0.0204375,14.8747583562488
25706901,Glider,MLD,Down,1754729340,42.4933,-69.5832,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,Surface,Mean,1754734080,42.5012,-69.5922,19.053375,31.418875,NaN,NaN,0.013125,NaN
25706901,Glider,WPT,Constant,1754739000,42.5131465492157,-69.5930306394138,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754739000,42.6439,-69.5216,15.3330753968254,32.0989329365079,8.05033635970952,7.90601717416183,0.0250347222222222,16.8649954017549
25720901,Glider,MLD,Up,1754739000,42.6439,-69.5216,15.3330753968254,32.0989329365079,8.05033635970952,7.90601717416183,0.0250347222222222,16.8649954017549
25720901,Glider,MLD,Down,1754735340,42.6418,-69.5048,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,Surface,Mean,1754739000,42.6439,-69.5216,17.8262777777778,31.9577666666667,8.05228840535145,7.94505937741247,0.0201944444444444,NaN
